I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN Xp
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:03:00.0
Total memory: 11.91GiB
Free memory: 9.26GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN Xp, pci bus id: 0000:03:00.0)
/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/gradients_impl.py:91: UserWarning: Converting sparse IndexedSlices to a dense Tensor of unknown shape. This may consume a large amount of memory.
  "Converting sparse IndexedSlices to a dense Tensor of unknown shape. "
Training with hyperparameters: alpha=0, lambda=0.0001
Training data: data/IHDP/10times_noisy_100_ihdp_npci_1-1000.train.npz
Test data:     data/IHDP/10times_noisy_100_ihdp_npci_1-1000.test.npz
Loaded data with shape [672,125]
Defining graph...

Training on experiment 1/10...
Traceback (most recent call last):
  File "cfr_net_train.py", line 430, in <module>
    tf.app.run()
  File "/usr/local/lib/python2.7/dist-packages/tensorflow/python/platform/app.py", line 43, in run
    sys.exit(main(sys.argv[:1] + flags_passthrough))
  File "cfr_net_train.py", line 423, in main
    run(outdir)
  File "cfr_net_train.py", line 370, in run
    D_exp_test, logfile, i_exp)
  File "cfr_net_train.py", line 124, in train
    I = random.sample(range(0, n_train), FLAGS.batch_size)
  File "/usr/lib/python2.7/random.py", line 321, in sample
    raise ValueError("sample larger than population")
ValueError: sample larger than population
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN Xp
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:03:00.0
Total memory: 11.91GiB
Free memory: 8.64GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN Xp, pci bus id: 0000:03:00.0)
/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/gradients_impl.py:91: UserWarning: Converting sparse IndexedSlices to a dense Tensor of unknown shape. This may consume a large amount of memory.
  "Converting sparse IndexedSlices to a dense Tensor of unknown shape. "
Training with hyperparameters: alpha=0, lambda=0.0001
Training data: data/IHDP/10times_noisy_100_ihdp_npci_1-1000.train.npz
Test data:     data/IHDP/10times_noisy_100_ihdp_npci_1-1000.test.npz
Loaded data with shape [672,125]
Defining graph...

Training on experiment 1/10...
0	Obj: 24.238,	F: 3.811,	Cf: 6.005,	Imb: -9.4e-09,	Val: 3.842,	ValImb: 7e-09,	ValObj: 24.59
2500	Obj: 0.004,	F: 0.020,	Cf: 2.837,	Imb: 4.3e-05,	Val: 2.082,	ValImb: 0.00011,	ValObj: 5.13
2600	Obj: 0.004,	F: 0.024,	Cf: 2.836,	Imb: 4e-05,	Val: 2.077,	ValImb: 0.00011,	ValObj: 5.12
2700	Obj: 0.005,	F: 0.039,	Cf: 2.837,	Imb: 3.9e-05,	Val: 2.077,	ValImb: 0.00012,	ValObj: 5.13
2800	Obj: 0.006,	F: 0.054,	Cf: 2.831,	Imb: 5.4e-05,	Val: 2.071,	ValImb: 0.00013,	ValObj: 5.07
2900	Obj: 0.006,	F: 0.058,	Cf: 2.815,	Imb: 4.1e-05,	Val: 2.079,	ValImb: 0.00017,	ValObj: 5.10
2999	Obj: 0.006,	F: 0.052,	Cf: 2.820,	Imb: 5.9e-05,	Val: 2.079,	ValImb: 0.00019,	ValObj: 5.10
Saving result to results/10times_noisy_100_ihdp/results_20190520_150930-297076/...

Training on experiment 2/10...
0	Obj: 43.369,	F: 5.431,	Cf: 7.774,	Imb: 1.4e-08,	Val: 5.467,	ValImb: -1.2e-07,	ValObj: 42.50
100	Obj: 1.006,	F: 1.162,	Cf: 1.819,	Imb: 0.026,	Val: 1.773,	ValImb: 0.00062,	ValObj: 3.29
200	Obj: 0.228,	F: 0.586,	Cf: 2.417,	Imb: 0.0018,	Val: 1.690,	ValImb: 0.00034,	ValObj: 3.04
300	Obj: 0.086,	F: 0.303,	Cf: 2.814,	Imb: 0.00045,	Val: 1.911,	ValImb: 0.00013,	ValObj: 4.41
400	Obj: 0.027,	F: 0.165,	Cf: 2.956,	Imb: 0.00036,	Val: 1.977,	ValImb: 0.00015,	ValObj: 4.74
500	Obj: 0.014,	F: 0.109,	Cf: 2.982,	Imb: 0.00025,	Val: 1.995,	ValImb: 9.8e-05,	ValObj: 4.81
600	Obj: 0.016,	F: 0.096,	Cf: 3.037,	Imb: 0.00031,	Val: 2.006,	ValImb: 9.6e-05,	ValObj: 4.85
700	Obj: 0.023,	F: 0.128,	Cf: 2.992,	Imb: 0.00027,	Val: 2.004,	ValImb: 0.00011,	ValObj: 4.77
800	Obj: 0.009,	F: 0.080,	Cf: 3.014,	Imb: 0.00027,	Val: 2.006,	ValImb: 0.00011,	ValObj: 4.79
900	Obj: 0.007,	F: 0.060,	Cf: 3.021,	Imb: 0.00025,	Val: 2.014,	ValImb: 9.9e-05,	ValObj: 4.85
1000	Obj: 0.005,	F: 0.043,	Cf: 3.041,	Imb: 0.00016,	Val: 2.025,	ValImb: 8.8e-05,	ValObj: 4.93
1100	Obj: 0.006,	F: 0.049,	Cf: 3.060,	Imb: 0.00015,	Val: 2.039,	ValImb: 8e-05,	ValObj: 5.02
1200	Obj: 0.008,	F: 0.063,	Cf: 3.082,	Imb: 0.00014,	Val: 2.045,	ValImb: 7.4e-05,	ValObj: 5.04
1300	Obj: 0.011,	F: 0.085,	Cf: 3.066,	Imb: 0.00013,	Val: 2.035,	ValImb: 7.5e-05,	ValObj: 4.98
1400	Obj: 0.007,	F: 0.058,	Cf: 3.072,	Imb: 0.00012,	Val: 2.028,	ValImb: 6.8e-05,	ValObj: 4.90
1500	Obj: 0.006,	F: 0.041,	Cf: 3.080,	Imb: 0.00013,	Val: 2.033,	ValImb: 6.2e-05,	ValObj: 4.95
1600	Obj: 0.012,	F: 0.089,	Cf: 3.076,	Imb: 0.00012,	Val: 2.037,	ValImb: 5e-05,	ValObj: 4.96
1700	Obj: 0.008,	F: 0.072,	Cf: 3.075,	Imb: 0.00013,	Val: 2.033,	ValImb: 5.8e-05,	ValObj: 4.95
1800	Obj: 0.006,	F: 0.044,	Cf: 3.072,	Imb: 0.00013,	Val: 2.032,	ValImb: 5.2e-05,	ValObj: 4.97
1900	Obj: 0.005,	F: 0.031,	Cf: 3.084,	Imb: 0.00014,	Val: 2.033,	ValImb: 5.1e-05,	ValObj: 4.98
2000	Obj: 0.004,	F: 0.018,	Cf: 3.092,	Imb: 0.00013,	Val: 2.038,	ValImb: 5.5e-05,	ValObj: 5.00
2100	Obj: 0.004,	F: 0.015,	Cf: 3.108,	Imb: 0.00014,	Val: 2.043,	ValImb: 5.3e-05,	ValObj: 5.03
2200	Obj: 0.004,	F: 0.014,	Cf: 3.113,	Imb: 0.00014,	Val: 2.044,	ValImb: 5.4e-05,	ValObj: 5.04
2300	Obj: 0.006,	F: 0.046,	Cf: 3.121,	Imb: 0.00014,	Val: 2.049,	ValImb: 5.3e-05,	ValObj: 5.07
2400	Obj: 0.005,	F: 0.035,	Cf: 3.121,	Imb: 0.00013,	Val: 2.042,	ValImb: 5.6e-05,	ValObj: 5.04
2500	Obj: 0.005,	F: 0.029,	Cf: 3.114,	Imb: 0.00014,	Val: 2.042,	ValImb: 5.5e-05,	ValObj: 5.02
2600	Obj: 0.005,	F: 0.022,	Cf: 3.112,	Imb: 0.00014,	Val: 2.045,	ValImb: 5.3e-05,	ValObj: 5.05
2700	Obj: 0.004,	F: 0.018,	Cf: 3.118,	Imb: 0.00014,	Val: 2.046,	ValImb: 5.4e-05,	ValObj: 5.07
2800	Obj: 0.004,	F: 0.018,	Cf: 3.118,	Imb: 0.00014,	Val: 2.046,	ValImb: 5.3e-05,	ValObj: 5.06
2900	Obj: 0.005,	F: 0.026,	Cf: 3.119,	Imb: 0.00014,	Val: 2.050,	ValImb: 5.3e-05,	ValObj: 5.08
2999	Obj: 0.008,	F: 0.068,	Cf: 3.112,	Imb: 0.00014,	Val: 2.045,	ValImb: 6.1e-05,	ValObj: 5.07
Saving result to results/10times_noisy_100_ihdp/results_20190520_150930-297076/...

Training on experiment 3/10...
0	Obj: 34.201,	F: 4.561,	Cf: 6.969,	Imb: 2.8e-09,	Val: 4.584,	ValImb: 3.7e-08,	ValObj: 32.85
100	Obj: 1.107,	F: 1.248,	Cf: 2.143,	Imb: 0.0066,	Val: 1.669,	ValImb: 0.00052,	ValObj: 2.45
200	Obj: 0.227,	F: 0.588,	Cf: 2.852,	Imb: 0.00073,	Val: 1.710,	ValImb: 0.0001,	ValObj: 3.44
300	Obj: 0.077,	F: 0.330,	Cf: 3.008,	Imb: 0.0002,	Val: 1.793,	ValImb: 2.3e-05,	ValObj: 4.13
400	Obj: 0.041,	F: 0.239,	Cf: 3.127,	Imb: 8.1e-05,	Val: 1.840,	ValImb: 8.8e-05,	ValObj: 4.43
500	Obj: 0.023,	F: 0.177,	Cf: 3.219,	Imb: 4.8e-05,	Val: 1.877,	ValImb: 4.8e-05,	ValObj: 4.73
600	Obj: 0.022,	F: 0.164,	Cf: 3.271,	Imb: 3.8e-05,	Val: 1.889,	ValImb: 2.5e-05,	ValObj: 4.82
700	Obj: 0.019,	F: 0.150,	Cf: 3.320,	Imb: 6.2e-05,	Val: 1.886,	ValImb: 3.2e-05,	ValObj: 4.73
800	Obj: 0.014,	F: 0.118,	Cf: 3.352,	Imb: 8.3e-05,	Val: 1.903,	ValImb: 3.2e-05,	ValObj: 4.90
900	Obj: 0.009,	F: 0.082,	Cf: 3.387,	Imb: 0.00012,	Val: 1.892,	ValImb: 3.5e-05,	ValObj: 4.87
1000	Obj: 0.008,	F: 0.068,	Cf: 3.405,	Imb: 0.0001,	Val: 1.904,	ValImb: 3e-05,	ValObj: 4.94
1100	Obj: 0.006,	F: 0.050,	Cf: 3.418,	Imb: 0.00012,	Val: 1.910,	ValImb: 4.4e-05,	ValObj: 4.96
1200	Obj: 0.005,	F: 0.036,	Cf: 3.433,	Imb: 0.00013,	Val: 1.914,	ValImb: 4e-05,	ValObj: 5.00
1300	Obj: 0.007,	F: 0.061,	Cf: 3.432,	Imb: 0.00014,	Val: 1.904,	ValImb: 4.3e-05,	ValObj: 4.94
1400	Obj: 0.007,	F: 0.056,	Cf: 3.438,	Imb: 0.00014,	Val: 1.911,	ValImb: 4e-05,	ValObj: 5.02
1500	Obj: 0.011,	F: 0.094,	Cf: 3.423,	Imb: 0.00015,	Val: 1.902,	ValImb: 5.1e-05,	ValObj: 4.92
1600	Obj: 0.007,	F: 0.057,	Cf: 3.411,	Imb: 0.00014,	Val: 1.896,	ValImb: 5.4e-05,	ValObj: 4.91
1700	Obj: 0.006,	F: 0.047,	Cf: 3.414,	Imb: 0.00015,	Val: 1.897,	ValImb: 5.1e-05,	ValObj: 4.93
1800	Obj: 0.006,	F: 0.043,	Cf: 3.409,	Imb: 0.00014,	Val: 1.886,	ValImb: 4e-05,	ValObj: 4.88
1900	Obj: 0.005,	F: 0.031,	Cf: 3.404,	Imb: 0.00014,	Val: 1.890,	ValImb: 5.2e-05,	ValObj: 4.89
2000	Obj: 0.005,	F: 0.028,	Cf: 3.408,	Imb: 0.00014,	Val: 1.891,	ValImb: 5.2e-05,	ValObj: 4.90
2100	Obj: 0.005,	F: 0.016,	Cf: 3.413,	Imb: 0.00014,	Val: 1.890,	ValImb: 5e-05,	ValObj: 4.90
2200	Obj: 0.005,	F: 0.015,	Cf: 3.413,	Imb: 0.00014,	Val: 1.891,	ValImb: 5.1e-05,	ValObj: 4.90
2300	Obj: 0.005,	F: 0.015,	Cf: 3.417,	Imb: 0.00015,	Val: 1.891,	ValImb: 5.6e-05,	ValObj: 4.91
2400	Obj: 0.005,	F: 0.016,	Cf: 3.416,	Imb: 0.00014,	Val: 1.892,	ValImb: 5.2e-05,	ValObj: 4.91
2500	Obj: 0.005,	F: 0.019,	Cf: 3.417,	Imb: 0.00014,	Val: 1.890,	ValImb: 5.4e-05,	ValObj: 4.90
2600	Obj: 0.005,	F: 0.028,	Cf: 3.421,	Imb: 0.00014,	Val: 1.893,	ValImb: 6.3e-05,	ValObj: 4.93
2700	Obj: 0.007,	F: 0.064,	Cf: 3.407,	Imb: 0.00013,	Val: 1.890,	ValImb: 7.4e-05,	ValObj: 4.91
2800	Obj: 0.006,	F: 0.044,	Cf: 3.394,	Imb: 0.00014,	Val: 1.886,	ValImb: 6.6e-05,	ValObj: 4.87
2900	Obj: 0.006,	F: 0.044,	Cf: 3.403,	Imb: 0.00014,	Val: 1.880,	ValImb: 6.4e-05,	ValObj: 4.87
2999	Obj: 0.005,	F: 0.032,	Cf: 3.403,	Imb: 0.00014,	Val: 1.882,	ValImb: 6.9e-05,	ValObj: 4.86
Saving result to results/10times_noisy_100_ihdp/results_20190520_150930-297076/...

Training on experiment 4/10...
0	Obj: 107.366,	F: 9.275,	Cf: 11.735,	Imb: 6.7e-09,	Val: 9.320,	ValImb: 2.5e-08,	ValObj: 115.18
100	Obj: 2.931,	F: 2.112,	Cf: 2.209,	Imb: 0.28,	Val: 2.953,	ValImb: 0.011,	ValObj: 8.75
200	Obj: 0.804,	F: 1.128,	Cf: 3.663,	Imb: 0.0043,	Val: 3.461,	ValImb: 0.0007,	ValObj: 15.81
300	Obj: 0.172,	F: 0.506,	Cf: 4.445,	Imb: 0.00088,	Val: 3.706,	ValImb: 0.0003,	ValObj: 19.67
400	Obj: 0.088,	F: 0.349,	Cf: 4.851,	Imb: 0.00059,	Val: 3.855,	ValImb: -8e-05,	ValObj: 22.62
500	Obj: 0.078,	F: 0.312,	Cf: 4.951,	Imb: 0.00011,	Val: 3.888,	ValImb: -0.00013,	ValObj: 23.13
600	Obj: 0.045,	F: 0.235,	Cf: 5.038,	Imb: 3.6e-05,	Val: 3.903,	ValImb: -0.00015,	ValObj: 23.68
700	Obj: 0.033,	F: 0.195,	Cf: 5.050,	Imb: -1.8e-05,	Val: 3.923,	ValImb: -0.00015,	ValObj: 24.11
800	Obj: 0.030,	F: 0.186,	Cf: 5.087,	Imb: -6.5e-06,	Val: 3.950,	ValImb: -0.00012,	ValObj: 24.50
900	Obj: 0.045,	F: 0.240,	Cf: 5.174,	Imb: -3e-05,	Val: 3.959,	ValImb: -0.00011,	ValObj: 25.02
1000	Obj: 0.026,	F: 0.165,	Cf: 5.106,	Imb: -1.6e-05,	Val: 3.903,	ValImb: -0.00017,	ValObj: 24.12
1100	Obj: 0.019,	F: 0.136,	Cf: 5.171,	Imb: -4.3e-05,	Val: 3.935,	ValImb: -0.00016,	ValObj: 24.70
1200	Obj: 0.014,	F: 0.102,	Cf: 5.191,	Imb: -4.1e-05,	Val: 3.939,	ValImb: -0.00014,	ValObj: 24.80
1300	Obj: 0.015,	F: 0.109,	Cf: 5.245,	Imb: -4.2e-05,	Val: 3.956,	ValImb: -0.00012,	ValObj: 25.25
1400	Obj: 0.015,	F: 0.108,	Cf: 5.248,	Imb: -2.1e-05,	Val: 3.957,	ValImb: -0.00013,	ValObj: 25.36
1500	Obj: 0.021,	F: 0.136,	Cf: 5.267,	Imb: -6.5e-06,	Val: 3.979,	ValImb: -0.00015,	ValObj: 25.51
1600	Obj: 0.022,	F: 0.144,	Cf: 5.219,	Imb: 1.7e-05,	Val: 3.941,	ValImb: -0.00015,	ValObj: 25.00
1700	Obj: 0.018,	F: 0.125,	Cf: 5.262,	Imb: 4.1e-05,	Val: 3.952,	ValImb: -0.00013,	ValObj: 25.36
1800	Obj: 0.010,	F: 0.063,	Cf: 5.243,	Imb: 5.2e-05,	Val: 3.932,	ValImb: -0.00014,	ValObj: 25.10
1900	Obj: 0.009,	F: 0.049,	Cf: 5.262,	Imb: 5.2e-05,	Val: 3.951,	ValImb: -0.00013,	ValObj: 25.42
2000	Obj: 0.008,	F: 0.036,	Cf: 5.268,	Imb: 6e-05,	Val: 3.947,	ValImb: -0.00014,	ValObj: 25.39
2100	Obj: 0.008,	F: 0.036,	Cf: 5.281,	Imb: 7.2e-05,	Val: 3.955,	ValImb: -0.00014,	ValObj: 25.52
2200	Obj: 0.009,	F: 0.048,	Cf: 5.295,	Imb: 6.9e-05,	Val: 3.961,	ValImb: -0.00015,	ValObj: 25.66
2300	Obj: 0.011,	F: 0.075,	Cf: 5.282,	Imb: 7.7e-05,	Val: 3.955,	ValImb: -0.00014,	ValObj: 25.58
2400	Obj: 0.011,	F: 0.067,	Cf: 5.274,	Imb: 5.7e-05,	Val: 3.945,	ValImb: -0.00014,	ValObj: 25.42
2500	Obj: 0.012,	F: 0.076,	Cf: 5.287,	Imb: 8.5e-05,	Val: 3.942,	ValImb: -0.00015,	ValObj: 25.48
2600	Obj: 0.011,	F: 0.070,	Cf: 5.280,	Imb: 7.3e-05,	Val: 3.941,	ValImb: -0.00014,	ValObj: 25.42
2700	Obj: 0.009,	F: 0.050,	Cf: 5.285,	Imb: 8.7e-05,	Val: 3.950,	ValImb: -0.00016,	ValObj: 25.57
2800	Obj: 0.009,	F: 0.044,	Cf: 5.277,	Imb: 9.9e-05,	Val: 3.936,	ValImb: -0.00015,	ValObj: 25.38
2900	Obj: 0.009,	F: 0.047,	Cf: 5.278,	Imb: 0.0001,	Val: 3.940,	ValImb: -0.00015,	ValObj: 25.44
2999	Obj: 0.009,	F: 0.047,	Cf: 5.280,	Imb: 0.0001,	Val: 3.932,	ValImb: -0.00017,	ValObj: 25.36
Saving result to results/10times_noisy_100_ihdp/results_20190520_150930-297076/...

Training on experiment 5/10...
0	Obj: 89.755,	F: 8.376,	Cf: 10.779,	Imb: 8.2e-09,	Val: 8.641,	ValImb: 1.4e-08,	ValObj: 106.63
100	Obj: 2.933,	F: 2.172,	Cf: 5.276,	Imb: 0.11,	Val: 4.063,	ValImb: 0.0017,	ValObj: 25.27
200	Obj: 0.494,	F: 0.844,	Cf: 6.795,	Imb: 0.0065,	Val: 4.854,	ValImb: -0.001,	ValObj: 40.32
300	Obj: 0.161,	F: 0.485,	Cf: 7.256,	Imb: 0.0025,	Val: 4.953,	ValImb: -0.00011,	ValObj: 45.21
400	Obj: 0.042,	F: 0.225,	Cf: 7.446,	Imb: 0.0013,	Val: 5.042,	ValImb: -0.00031,	ValObj: 47.51
500	Obj: 0.021,	F: 0.149,	Cf: 7.527,	Imb: 0.00086,	Val: 5.075,	ValImb: -0.00028,	ValObj: 48.20
600	Obj: 0.023,	F: 0.165,	Cf: 7.516,	Imb: 0.00065,	Val: 5.053,	ValImb: -0.00017,	ValObj: 47.85
700	Obj: 0.020,	F: 0.148,	Cf: 7.545,	Imb: 0.00052,	Val: 5.062,	ValImb: -9.9e-05,	ValObj: 48.15
800	Obj: 0.016,	F: 0.128,	Cf: 7.573,	Imb: 0.00048,	Val: 5.056,	ValImb: -0.00013,	ValObj: 48.19
900	Obj: 0.021,	F: 0.145,	Cf: 7.575,	Imb: 0.00041,	Val: 5.051,	ValImb: -8e-05,	ValObj: 48.31
1000	Obj: 0.016,	F: 0.131,	Cf: 7.554,	Imb: 0.00033,	Val: 5.036,	ValImb: -6.9e-05,	ValObj: 47.91
1100	Obj: 0.012,	F: 0.093,	Cf: 7.600,	Imb: 0.00026,	Val: 5.051,	ValImb: -8e-05,	ValObj: 48.28
